IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.53,,,11.63,,13.43,12.5 [11.6-13.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,18.06,,,16.63,,19.5,18.1 [16.6-19.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.31,,,5.28,,7.45,6.3 [5.3-7.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.09,,,11.15,,12.99,12.1 [11.2-13.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,17.43,,,15.99,,18.87,17.4 [16.0-18.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.05,,,4.99,,7.23,6.0 [5.0-7.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.65,,,10.72,,12.6,11.7 [10.7-12.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.82,,,15.37,,18.28,16.8 [15.4-18.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,5.8,,,4.72,,7.07,5.8 [4.7-7.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.24,,,10.29,,12.2,11.2 [10.3-12.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.23,,,14.77,,17.72,16.2 [14.8-17.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,5.57,,,4.44,,6.89,5.6 [4.4-6.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.84,,,9.86,,11.85,10.8 [9.9-11.8],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.66,,,14.18,,17.17,15.7 [14.2-17.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,5.35,,,4.19,,6.71,5.3 [4.2-6.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.46,,,9.46,,11.5,10.5 [9.5-11.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.1,,,13.61,,16.64,15.1 [13.6-16.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,5.14,,,3.93,,6.53,5.1 [3.9-6.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.1,,,9.07,,11.16,10.1 [9.1-11.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.58,,,13.05,,16.16,14.6 [13.1-16.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.94,,,3.69,,6.4,4.9 [3.7-6.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.07,,,12.52,,15.66,14.1 [12.5-15.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.76,,,3.48,,6.27,4.8 [3.5-6.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.76,,,8.71,,10.85,9.8 [8.7-10.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2002,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.6,,,12.01,,15.25,13.6 [12.0-15.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2002,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.59,,,3.28,,6.15,4.6 [3.3-6.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2002,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.43,,,8.35,,10.57,9.4 [8.3-10.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2001,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.18,,,11.55,,14.86,13.2 [11.6-14.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2001,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.41,,,3.09,,6.02,4.4 [3.1-6.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2001,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.12,,,8.01,,10.29,9.1 [8.0-10.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.8,,,11.1,,14.56,12.8 [11.1-14.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.24,,,2.9,,5.92,4.2 [2.9-5.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.83,,,7.68,,10.03,8.8 [7.7-10.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,1999,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.43,,,10.67,,14.28,12.4 [10.7-14.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,1999,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.08,,,2.74,,5.83,4.1 [2.7-5.8],,,EN,2024-02-28T23:00:00.000Z
